,Web,116,247,ISBT Kashmere Gate ,Kanjhawala Village,1.ISBT 2.  ICE FACTORY 3.  CLOCK TOWER 4. R.P. BAGH  5. BARA BAGH 6. ASHOK VIHAR CROSSING  7..  WAZIR PUR DEPOT 8.  JD-BLK. PITAM PURA 9..  C-BLK. SARASWATI VIHAR 10.  MANGOL PUR SCHOOL 11.  MANGOL PUR KHURD 12.  BUDH VIHAR 13.  ROHINI SEC-20/21 PKT-9 14.  ROHINI SEC-22 TERMINAL / BEGAM PUR 15. KARALA  16.  KANJHAWALA ,Down Direction via same as Up Direction,27.0,12.03.2012,3,,3,
,Web,117,253,Mori Gate (T),Yamuna Vihar C-4 ,1.MORI GATE 2. SHYAM GIRI MANDIR 3. NEW USMAN PUR (PUSTA -I)4. GAMRI EX (PUSTA NO-5)5. BHAJAN PURA 6. YAMUNA VIHAR C-4 ,Down Direction via same as Up Direction,10.2,14.12.2015,7,,7,
,Web,118,254,Babar Pur Extn.,Quamruddin Nagar,1. BABAR PUR EXTN 2. C-4 YAMUNA VIHAR 3. BHAJAN PURA  4. NANAK SAR 5. JAGAT PUR  X-IN G 6. BURARI CROSSING 7. MUKAND PUR 8. GTK BY PASS 9. HAIDER PUR W/WORKS 10. UTTARI PITAM PURA 11. C-BLK SARASWATI VIHAR 12. MANGOL PUR SCHOOL 13. PEERA GARHI 14. JWALA PURI 15. Lokesh Cinema  16. Quamruddin Nagar,Down Direction via same as Up Direction,29.5,"19.05.2014 , 23.02.2015",7,19,26,
,Web,119,255,Mori Gate (T),Sabha Pur Village,1. MORI GATE TERMINAL 2. SHYAMBIR MANDIR  3. NEW USMAN PUR (PUSHTA NO. 1)   4. GAMRI EXT. (PUSHTA NO.5) 5. CRPF CAMP 6. SBS COLONY KARWAL NAGAR PUSHTA ROAD GALI NO.-4  7.  SABHAPUR VILLAGE,Down Direction via same as Up Direction,,10.11.2019,,,,
,Web,120,258,Mori Gate (T),Chauhan Patti / Sonia Vihar,1. Mori Gate  2. OLD SECTT 3. BR HOSPITAL 4. NANAK SAR 5.SONIA VIHAR -E  Blk. 6. CHAUHAN PATTI.,7.  CHAUHAN PATTI. 6. GATTA FACTORY SONIA VIHAR 5. NANAK SAR 4. NANAK SAR X-ING 3. B.R. HOSPITAL 2. OLD SECTT 1. MORI GATE TERMINAL,14.0,,10,,10,
,Web,121,258SPL ,N.D. Rly. Station Gate No.-2,Sabha Pur Village,1.N.D. Rly. Station Gate-2 2. Delhi Gate 3. Red Fort 4. ISBT  5. OLD SECTT 6. BR HOSPITAL 7. NANAK SAR 8.SONIA VIHAR -E  Blk. 9. CHAUHAN PATTI. / SABHA PUR VILLAGE,Down Direction via same as Up Direction,18.0,,4,,4,
,Web,122,259,Jahangir Puri E-Block,Harsh Vihar,1. JAHANGIR PURI E-BLK. 2. ADARSH NAGAR 3. MODEL TOWN-II 4. GTB NAGAR 5. B.R. HOSPITAL 6. NANAK SAR 7. BHAJAN PURA 8. C-4 YAMUNA VIHAR 9. NAND NAGRI CC CROSSING 10. HARSH VIHAR  ,Down Direction via same as Up Direction,20.5,,7,1,8,
,Web,123,261,Sarai Kale Khan (ISBT),Nand Nagri (T),1.SARAI KALE KHAN (ISBT) 2. ROAD BRIDGE 3. RAILWAYBRIDGE RING ROAD 4. ITO(AGCR) 5. DELHI GATE 6. RED FORT 7. ISBT 8. OLD SECTT 9. B.R.HOSPITAL 10. NANAK SAR 11. BHAJANPURA 12. C-4 Y.VIHAR 13. NAND NAGRI DEPOT  14. NAND NAGRI TERMINAL,Down Direction via same as Up Direction,27.5,,6,,6,
,Web,124,270,Kendriya Terminal,Karawal Nagar ,"1.KENDRIYATerminal, 2.Krishi Bhawan,3. Mandi House, 4. Delhi Gate,5. Red Fort,6. ISBT,7. Old Sectt,8.  B.R.HOSPITAL 9. Nanak Sar 10.BHAJAN PURA 11. Dyal Pur 12 Karawal Nagar ",Down Direction via same as Up Direction,24.0,Restart w.e.f. 13.11.2017,1,,1,
,Web,125,273,Shivaji Stadium,Loni Road X-ing (Loni Gole Chakkar),1. SHIVAJI STADIUM 2. VIVEKANAND MARG 3. DELHI GATE 4.SHANTI VAN  5. SALEEM GARH & GEETA COLONY ROAD CROSSING 6. GANDHI NAGAR PUSTA 7. YAMUNA BRIDGE EAST 8. SEELAM PUR 9. SHAHDARA 10. DURGA PURI CHOWK 11. L.R. CROSSING (LONI GOLE CHHAKKAR) ,Down Direction via same as Up Direction,19.0,,12,,12,
,Web,126,274,Babar Pur Extn.,Okhla Extn. Ab.Fazal Encl.,1.BABAR PUR EXTN. 2.  SEELAM PUR 3.  YAMUNA BRIDGE EAST 4. GANDHI NAGAR PUSTA  5. SALEEM GARH & GEETA COLONY ROAD CROSSING  6.  SHANTI VAN  7.  DELHI GATE  8.  SUPREME COURT 9.  GOLF CLUB/ SUNDER NAGAR 10. P.S. NIZAMUDDIN 11.  ASHRAM 12.  HOLY FAMILY HOSPITAL 13.  OKHLA 14. OKHLA EXTN. abul FAZAL ENCLAVE.,Down Direction via same as Up Direction,26.0,,6,,6,
,Web,127,281,Kendriya Terminal,Dilshad Garden,1. KENDRIYA TERMINAL. 2. JANTAR MANTAR 3. MANDI HOUSE 4. ITO ( AGCR) 5. RAINY WELL 6. SHAKAR PUR 7. HARGOVIND ENCLAVE 8. YOJANA VIHAR 9. SURYA NAGAR 10. POLICE POST DILSHAD GARDEN 11. DILSHAD GARDEN,Down Direction via same as Up Direction,21.0,,1,,1,
,Web,128,306,Nehru Place Terminal,Kalyan Puri ,1. NEHRU PLACE  TERMINAL 2. MODI MILL 3.ASHRAM / MAHARANI BAGH  4. SARAI KALE KHAN 5. ROAD BRIDGE(E) 6. PUSHTA CROSSING 7. PAT PAR GANJ 8. 13-BLK.TRILOK PURI 9. KALYAN PURI,Down Direction via same as Up Direction,15.5,26.07.2013,13,,13,
,Web,129,307,Kamla Market,Trilok Puri 31/27-Blk.,1. KAMLA MARKET 2. DELHI GATE 3. ITO(RING ROAD) / DELHI SECTT. 4. RAINY WELL 5. MOTHER DAIRY 6.13-BLK.TRILOK PURI 7.  TRILOK PURI 31/27-BLOCK,Down Direction via same as Up Direction,13.0,,12,6,18,
,Web,130,307 A,N.D. Rly. Station Gate No.-2,Mayur Vihar Phase-II,1. N.D. RAILWAY STATION GATE -2  2. DELHI GATE 3. ITO (RING ROAD) / DELHI SECTT. 4. RAINY WELL 5. MOTHER DAIRY 6.13-BLK.TRILOK PURI 7. KALYAN PURI TERMINAL 8. MAYUR VIHAR PHASE -II,Down Direction via same as Up Direction,14.2,17.12.2013,5,,5,
,Web,131,308,Uttam Nagar Terminal,Dehi Gate, 1. AMBEDKAR STADIUM 2.  AJMERI GATE 3. P.S. PAHAR GANJ 4. D.B. GUPTA MARKET 5. RS SATSANG  6. WEST PATEL NAGAR. 7. MOTI NAGAR. 8. RAJA GARDEN 9. MUKERJI PARK. 10. TILAK NAGAR. 11. DISTT. CENTER 12. UTTAM NAGAR TERMINAL,Down Direction via same as Up Direction,22.0,,,,,
,Web,132,309,Anand Parvat ,Kalyan Puri ,1. ANAND PARVAT 2. D.B.GUPTA MKT 3. P.S.PAHAR GANJ 4. AJMERI GATE 5. DELHI GATE 6. ITO AGCR 7. RAINY WELL 8. MOTHER DAIRY 9. 13-BLK TRILOK PURI 10. KALYAN PURI.,Down Direction via same as Up Direction,17.1,,22,9,31,
,Web,133,310,Inder Puri,Jheel,1. INDER PURI 2. TODA PUR  3. RAJINDER NAGAR. R-BLOCK   4. TELEPHONE EXCHANGE 5. PUSA RD P.PUMP 6. MANDIR MARG 7. RML HOSP.8. KENDRIYA TERMINAL  9.KRISHI BHAWAN 10. MANDI HOUSE 11. I.TO. AGCR 12. RAINY WELL  13. KISHAN KUNJ 14. JHEEL. ,Down Direction via same as Up Direction,24.0,,9,,9,
,Web,134,313,Vivek Vihar,Inder Puri,1. VIVEK VIHAR 2. SURYA NAGAR 3. YOJNA VIHAR 4. HARGOVIND ENCLAVE 5. SHAKAR PUR 6. RAINY WELL 7. ITO (AGCR) 8. MANDI HOUSE 9. SHIVAJI STADIUM / SUCHETA KRIPLANI HOSP. 10. PANCHKUIAN ROAD 11. SADHUVASWANI MARG 12. TELEPHONE EXCH. 13. W. PATEL NAGAR 14. LOHA MANDI 15 INDER PURI ,Down Direction via same as Up Direction,26.0,,2,,2,
,Web,135,317,Shivaji Stadium,Shahdara (T),1. SHIVAJI STADIUM 2. GOVT.PRESS 3. ITO(AGCR) 4. RAINY WELL5. KISHAN KUNJ 6. JHEEL 7. KANTI NAGAR 8. SHAHDARA TERMINAL,Down Direction via same as Up Direction,14.8,,1,,1,
,Web,136,319,Shahdara (T) ,Noida Sec-43 (Police Chowki Sadar Pur),1. SHAHDARA TERMINAL 2. SWARAN TALKIES 3. JAGAT PURI A-BLOCK  4. H.P. DEPOT 5. NHW CROSSING 6. KALYAN PURI 7. DALLU PURA 8. MAYUR VIHAR PH-3 MORE  9. NOIDA  A-BLOCK SEC- 12 A-BLK. 10. NOIDA SEC-56 11. CHORA MORE SEC-12  12.NOIDA SEC 10/21 13. TELEPHONE EXCHANGE SEC-19 14. NOIDA SEC-27 MKT  15.  VISHWA BHARTI SCHOOL  16. ATTA CHOWK 17. NOIDA SEC-28/29 18. NOIDA SEC-37  19.  NOIDA SECTOR-43 (POLICE CHOWKI SADAR PUR),20.  NOIDA SECTOR-43 (POLICE CHOWKI SADAR PUR)  19. NOIDA SEC-37  18. NOIDA SEC-28/29  17. NOIDA SEC-18 METRO STATION / GIP 16. FILM CITY MORE UNDER PASS  15.WAVE CINEMA  14.  RAJNI GANDHA CHOWK  13. TELEPHONE EXCHANGE SEC-19  12.NOIDA SEC 10/21  11. CHORA MORE SEC-12  10. NOIDA SEC-56  9. NOIDA  A-BLOCK SEC- 12 A-BLK.  8. MAYUR VIHAR PH-3 MORE  7. DALLU PURA  6. KALYAN PURI  5. NHW CROSSING  4. H.P. DEPOT  3. JAGAT PURI A-BLOCK   2. SWARAN TALKIES   1. SHAHDARA TERMINAL,23.0,25.01.2017/ 01.06.2019,23,,23,
,Web,137,319A,Shahdara (T) ,Noida Sec-43 Police Chowki SADAR PUR,1. SHAHDARA TERMINAL 2. SWARAN TALKIES 3. JAGAT PURI A-BLOCK  4. H.P. DEPOT 5. NHW CROSSING 6. KALYAN PURI 7. DALLU PURA 8. MAYUR VIHAR PH-3 MORE  9. NOIDA  A-BLOCK SEC- 12 A-BLK. 10. NOIDA SEC-56 11. CHORA MORE SEC-12  12.NOIDA SEC 10/21 13. TELEPHONE EXCHANGE SEC-19 14. NOIDA SEC-27 MKT  15.  VISHWA BHARTI SCHOOL  16. ATTA CHOWK 17. NOIDA SEC-28/29 18. NOIDA SEC-37  19.  NOIDA SECTOR-43 (POLICE CHOWKI SADAR PUR),20.NOIDA SEC-43 POLICE CHOWKI  19. NOIDA SEC-37  18. NOIDA SEC-28/29   17. NOIDA SEC-18 METRO STATION /GIP  16. FILM CITY MORE UNDER PASS  15. WAVE CINEMA  14.  RAJNI GANDHA CHOWK  13 . TELEPHONE EXCHANGE SEC-19  12. NOIDA SEC-10/21  11. CHORA MORE SEC-12  10. NOIDA SEC-56   9. NOIDA  A-BLOCK SEC- 12   8. MAYUR VIHAR PH-3 MORE  7.  DALLU PURA  6. KALYAN PURI  5. BALCO APPTT. 4. H.P. DEPOT  3. JAGAT PURI A-BLOCK  2. SWARAN TALKIES   1. SHAHDARA TERMINAL ,23.0,19.09.2013/ 25.01.2017,3,,3,
,Web,138,323,Dhaula Kuan ,Noida Sec-62 (Electronic City),1. DHAULA KUAN 2. MOTI BAGH 3. NAUROJI NAGAR 4. AIIMS 5.Andrews Ganj 6. Laj pat Nagar 7 MAHARANI BAGH  8. TOLL BRIDGE CORNER 9. YAMUNA BRIDGE WEST 10.  DND TOLL BRIDGE PLAZA 11. B.H.E.L. SECTOR - 16 A 12. RAJNI GANDHA CHOWK 13. NOIDA SEC-27 MARKET 14. VISHWA BHARTI SCHOOL 15.  ATTA CHOWK 16. NOIDA SEC-28/29 17. NOIDA SEC-37 18. NOIDA SEC-36 SHASHI CHOWK 18. CITY CENTER METRO STATION SEC-32  19. NOIDA SEC-35/51 20. SHARFA BAD MORE  21. SAI MANDIR SEC-60/71 22.  MAMURA VILLAGE WEST CORNER 23. RO APPARTMENT SEC-62/64   24. NEEL KANTH APPTT. SEC-62  25. NOIDA SEC-62 ELECTRONIC CITY.,27. NOIDA SEC-62 ELECTRONIC CITY. 26. NEEL KANTH APPTT. SEC-62   25. RO APPARTMENT SEC-62/64  24.  MAMURA VILLAGE WEST CORNER  23. SAI MANDIR SEC-60/71  22. SHARFA BAD MORE  21. NOIDA SEC-35/51  20. CITY CENTER METRO STATION SEC-32  19. NOIDA SEC-36 SHASHI CHOWK    18. NOIDA SEC-43  17. NOIDA SEC-37  16 NOIDA SEC-28/29  15. NOIDA SEC-18 METRO STATION / .GIP 14. FILM CITY MORE UNDER PASS  13.  WAVE CINEMA  12. RAJNI GANDHA CHOWK 11. B.H.E.L. SECTOR - 16 A  10.  DND TOLL BRIDGE PLAZA  9. YAMUNA BRIDGE WEST  8. TOLL BRIDGE CORNER  7. MAHARANI BAGH  6. Laj pat Nagar  5.Andrews Ganj   4. AIIMS   3. NAUROJI NAGAR 2. MOTI BAGH 1. DHAULA KUAN ,34.8,01.11.2014/ 25.01.2017,13,,13,
,Web,139,333,Jahangir Puri E-Block ,Anand Vihar ISBT,1. JAHANGIR PURI E-BLOCK 2. ADARSH NAGAR 3. MODEL TOWN-II 4. DHAKKA  VILLAGE 5. G.T.B. NAGAR 6. MAJNU KA TILA  7. NANAK SAR 8. BHAJAN PURA 9. C-4 YAMUNA VIHAR 10. NAND NAGARI TERMINAL 11. NAND NAGAR DEPOT 12. GTB HOSPITAL 13. DILSHAD GARDEN GT ROAD 14. SURYA NAGAR 15. ANAND VIHAR ISBT MAIN ROAD 16. ANAND VIHAR (ISBT),15. ANAND VIHAR (ISBT)  14. SURYA NAGAR  13. DILSHAD GARDEN GT ROAD 12. GTB HOSPITAL 11. JYOTI COLONY  10. BABAR PUR EXTN 9. C-4 YAMUNA VIHAR  8. BHAJAN PURA  7. NANAK SAR  6. MAJNU KA TILA  5. G.T.B. NAGAR  4. DHAKKA  VILLAGE 3. MODEL TOWN-II  2. ADARSH NAGAR  1. JAHANGIR PURI E-BLOCK ,33.0,one fare stage increase in Up Direction w.e.f. 03.04.2018,6,1,7,
,Web,140,335,Hauz Khas (T),Nand Nagri (T),1. HAUZ KHAS TERMINAL 2. S.J.HOSPITAL 3. S.J.AIRPORT 4. PRITHVI RAJ ROAD 5. SHAHJAHAN ROAD 6. SUPREME COURT 7. ITO (AGCR) 8. RAINY WELL 9.  SHAKAR PUR 10. JAGAT PURI A-BLK 11. SWARN TALKIES 12. SEELAMPUR 13. BABARPUR EXTN.14. NAND NAGARI DEPOT 15. DURGA PURI CHOWK 16.  NAND NAGRI TERMINAL,Down Direction via same as Up Direction,28.5,14.05.2019,2,,2,
,Web,141,336,Vasant Vihar CPWD Colony,Vivek Vihar Terminal,1. Vasant Vihar CPWD Colony  2. Modern School Vasant Vihar 3. S.M. Temple 4. R.K. Puram Sec.-1 5. SafderJung Enclave 6. Safderjung Hospital 7. Safderjung Airport 8. Bharti Nagar 9. Shahnjhan Road 10. Supreme Court  11. ITO (AGCR) 12. Rainy Well 13. Shkarpur  14. Jagat Puri A-Block 15. Vivek Vihar Police Station 16. Vivek Vihar Terminal,Down Direction via same as Up Direction,28.5,15.11.2019,2,,2,
,Web,142,340,Kendriya Terminal,Nand Nagri Terminal,1. KENDRIYA TERMINAL 2. JANTAR MANTAR 3. MANDI HOUSE 4. ITO(AGCR) 5. RAINY WELL 6. SHAKAR PUR 7.JAGAT PURI A-BLOCK  8. PS VIVEK VIHAR 9. VIVEK VIHAR 10. SURYA NAGAR 11.  SEEMA PURI 12.  ANAND GRAM 13.  NAND NAGRI TERMINAL,Down Direction via same as Up Direction,24.0,,6,,6,
,Web,143,341,Anand Vihar ISBT ,Holumbi Kalan JJ Cly.,1. ANAND VIHAR  ISBT 2. SURYA NAGAR 3. DILSHAD GARDEN GT ROAD 4. GTB HOSP. 5. JYOTI COLONY 6. BABAR PUR EXTN 7. C-4 YAMUNA VIHAR 8. BHAJAN PURA 9. NANAK SAR 10. B.R.HOSP. 11.G.T.B.NAGAR 12. MODEL TOWN-II 13. ADARSH NAGAR 14. G.T.K.DEPOT 15.LIBAS PUR GT ROAD 16. NANGLI POONAM 17. BUDH PUR 18. ALIPUR 19. DURGA MANDIR 20. ALIPUR GARHI 21. MINDA FARM 22. HOLUMBI KHURD 23. HOLUMBI KALAN 24. HOLUMBI KALAN JJ COLONY. ,24. HOLUMBI KALAN JJ COLONY. 23. HOLUMBI KALAN  22. HOLUMBI KHURD  21. MINDA FARM 20. ALIPUR GARHI 19. ALIPUR 18. BUDH PUR 17. NANGLI POONAM  16.LIBAS PUR GT ROAD  15. G.T.K.DEPOT 14. ADARSH NAGAR  13. MODEL TOWN-II 12.G.T.B.NAGAR 11. B.R.HOSP. 10. NANAK SAR  9. BHAJAN PURA  8. C-4 YAMUNA VIHAR  7. BABAR PUR EXTN  6. JYOTI COLONY  5. GTB HOSP. 4. DILSHAD GARDEN GT ROAD   3. SURYA NAGAR 2. ANAND VIHAR ISBT MAIN ROAD 1. ANAND VIHAR ISBT,37.0,27.12.2014,1,,1,
,Web,144,344,Hauz Khas (T),Kalyan Puri ,1. HAUZ KHASTERMINAL 2. S.J.HOSPITAL 3. S.J.AIRPORT 4. BHARTI NAGAR 5. SHAHJAHAN ROAD 6. HIGH COURT 7. PRAGATI MAIDAN 8. ROAD BRIDGE(E)  9. PUSHTA CROSSING 10. PPG VILLAGE 11. 13-BLK.TRILOK PURI 12. KALYAN PURI,Down Direction via same as Up Direction,23.5,,,,0,
,Web,145,347,ISBT (Maharana Pratap Bus (T) ,Noida Sec-35/51,1. ISBT 2. RED FORT 3. DELHI GATE 4. ITO(R/ROAD) 5. RAINY WELL 6. MOTHER DAIRY 7. PUSHTA CROSSING 8. MAYUR VIHAR PH-1 CROSSING 9. HINDON REGULATOR 10. NOIDA SEC-15 METRO STATION  11.  NOIDA SEC-3  12. RAJNI GANDHA CHOWK 13. NOIDA SEC-27 MARKET 14. VISHWA BHARTI SCHOOL  15. ATTA CHOWK 16. NOIDA  SEC-28/29  17.  NOIDA SEC.37    18. SHASHI CHOWK / SEC-36  19. CITY CENTRE METRO STATION  SEC-32 20. NOIDA SEC- 35/51 ,22. NOIDA SEC- 35/51  21. CITY CENTRE METRO STATION  SEC-32  20. SHASHI CHOWK / SEC-36   19. NOIDA SEC. -43  18.  NOIDA SEC.37  17. NOIDA SEC-28/29  16. N.S. METRO STATION SEC-18   15. FILM CITY MORE 14. WAVE CINEMA SEC-18  13. RAJNI GANDHA CHOWK  12.  NOIDA SEC-3 11. NOIDA SEC-15 METRO STATION  10. HINDON REGULATOR  9. MAYUR VIHAR PH-1 CROSSING  8.PUSHTA CROSSING  7. GANESH NAGAR WEST   6. MOTHER DAIRY  5. RAINY WELL  4. ITO(R/ROAD)  3. DELHI GATE 2. RED FORT  1. ISBT ,25.0 / 30.0,25.01.2017/ 01.06.2019,13,6,19,
,Web,146,347A,ISBT (Maharana Pratap Bus (T) ,Noida Sec-62 (Electronic City),1. ISBT 2. RED FORT 3. DELHI GATE 4. ITO(R/ROAD) 5. RAINY WELL 6. MOTHER DAIRY 7. PUSHTA CROSSING 8. MAYUR VIHAR PH-1 CROSSING 9. HINDON REGULATOR 10. NOIDA SEC-15 METRO STATION  11.  NOIDA SEC-3  12. RAJNI GANDHA CHOWK 13. NOIDA SEC-27 MARKET 14. VISHWA BHARTI SCHOOL  15. ATTA CHOWK 16. NOIDA  SEC-28/29  17.  NOIDA SEC.37    18. SHASHI CHOWK / SEC-36  19. CITY CENTRE METRO STATION  SEC-32 20. NOIDA SEC- 35/51 21.SARAFA BAD MORE 22. SAI MANDIR NOIDA SEC-60/71  23. MAMURA VILLAGE WEST CORNER 24. R.O. APARTMENT SEC. 62/64 25. NEELKANTH APARTMENT SEC.62 26. NOIDA SEC. 62 (ELECTRONIC CITY),Down Direction via same as Up Direction,25.0 / 30.0,01.06.2019,13,6,19,
,Web,147,348,Mori Gate (T),"Mayur Vihar Phase-III, Paper Market","1. MORI GATE TERMINAL 2. RED FORT 3.  DELHI GATE 4. ITO(R/ROAD) 5.RAINY WELL 6. MOTHER DAIRY 7. VINOD NAGAR 8. MAYUR VIHAR PHASE-II 9. KALYAN PURI 10. NEW KONDLI 11. MAYUR VIHAR PHASE-III, PAPER MARKET",Down Direction via same as Up Direction,22.0,10.08.2012,8,,8,
,Web,148,349,Kendriya Terminal,Mayur Vihar Phase-II,1. KENDRIYATERMINAL 2. JANTER MANTER 3. MANDI HOUSE   4. ITO(AGCR)5.  5. RAINY WELL 6. MOTHER DAIRY 7. VINOD NAGAR 8. MAYUR VIHAR PHASE-II,Down Direction via same as Up Direction,15.3,,3,,3,
,Web,149,355,Anand Parvat ,Noida Sec-32 TERMINAL ,1. ANAND PARVAT 2. D.B.GUPTA MKT 3. PS PAHAR GANJ 4. NEW DELHI RAILWAYSTN-I  5. MANDI HOUSE 6. PRAGATI MAIDAN7. ROAD BRIDGE CROSSING  8. PUSHTA CROSSING 9. MAYUR VIHAR-I CROSSING 10. HINDON REGULATOR 11.NOIDA SEC-15 METRO STATION  12.  NAYA BANS / SEC-3 NOIDA 13.  HAROLA VILLAGE / RAJNI GANDHA CHOWK  14. NOIDA SEC- 19 TELEPHONE EXCHANGE  15. NOIDA SEC 10/21 16. CHORA MORE NOIDA SEC-12   17. SHIV MANDIR SEC-22  18. NOIDA SEC-23 CHOWK  19. NOIDA SEC- 53 CHOWK  20. NOIDA SEC-32 TERMINAL ,Down Direction via same as Up Direction,28.0,,6,,6,
,Web,150,357A,Anand Vihar ISBT,Sabha Pur Village,1. ANAND VIHAR ISBT 2. ANAND VIHAR ISBT MAIN ROAD 3. HASAN PUR DEPOT 4. JAGAT PURI A-BLOCK  5. SWARN CINEMA 6. SEELAMPUR 7. BABAR PUR 8. C-4 YAMUNA VIHAR 9. BHAJAN PURA 10. CRPF CAMP 11. SBS COLONY KARAWAL NAGAR PUSHTA ROAD GALI NO.-4 12. SABHAPUR VILLAGE,11.SABHAPUR VILLAGE 10. SBS COLONY KARAWAL NAGAR PUSHTA ROAD GALI NO. -4 9. CRPF CAMP 8. BHAJAN PURA 7. C-4 YAMUNA VIHAR 6. BABAR PUR 5. SEELAM PUR 4. SWARN CIENMA 3. JAGAT PURI A-BLOCK 2. HASAN PUR DEPOT 1.ISBT ANAND VIHAR ,,11.11.2019,,,,
,Web,151,374,Nehru Place Terminal,Nand Nagri (T),1. NEHRU PLACETERMINAL 2. SANT NAGAR 3. M.C.K.R.HOSPITAL 4. PANT NAGAR 5. SUNDAR NAGAR 6. PRAGATI MAIDAN 7. ITO RING RD 8. RAINY WELL 9. SHAKAR PUR 10. JAGAT PURI A-BLK 11. SWARAN TALKIES 12.  SEELAM PUR 13. BABAR PUR 14. NAND NAGRI DEPOT 15. DURGA PURI CHOWK 16. NAND NAGRI TERMINAL,Down Direction via same as Up Direction,30.0,14.05.2019,7,7,14,
,Web,152,375,Nehru Place Terminal,Dilshad Garden,1. NEHRU PLACETERMINAL 2. SANT NAGAR 3. Central School 4. DEFENCE COLONY 5. BHARTI NAGAR 6. SHAHJAHAN ROAD 7. PRAGATI MAIDAN  8. ITO RING ROAD  9. RAINY WELL 10. SHAKAR PUR 11. HARGOBIND ENCLAVE 12. YOJNA VIHAR 13. SURYA NAGAR 14. POLICE POST DILSHAD GARDEN 15. DILSHAD GARDEN,Down Direction via same as Up Direction,30.3,,1,,1,
,Web,153,378,Kendriya Terminal,"Mayur Vihar Phase-III, Paper Market","1. KENDRIYATERMINAL 2. JANTAR MANTAR  3. MANDI HOUSE 4. ITO(AGCR) 5. RAINY WELL 6. MOTHER DAIRY 7. 13-BLK TRILOK PURI 8. KALYAN PURI 9. SUMMER VILLA SCHOOL 10. NEW KONDLI 11. MAYUR VIHAR PH.III, PAPER MARKET",Down Direction via same as Up Direction,22.0,,8,,8,
,Web,154,390,Kendriya Terminal,Mayur Vihar Phase-1 Terminal,1. KENDRIYA TERMINAL 2. JANTAR MANTAR 3. MANDI HOUSE 4. ITO AGCR 5. RAINY WELL 6. SHAKAR PUR 7. H.P. DEPOT 8. NHW CROSSING 9. KALYAN PURI 10. 13-BLK TRILOK PURI 11. TRILOK PURI 26-BLOCK 12 Mayur Vihar Ph-1 Terminal,Down Direction via same as Up Direction,22.0,,3,,3,
,Web,155,391,Kendriya Terminal,Kalyan Puri ,1. KENDRIYATERMINAL 2. KRISHI BHAWAN 3. MANDI HOUSE 4. ITO(AGCR) 5. RAINY WELL 6. MOTHER DAIRY 7. VINOD NAGAR 8. KALYAN PURI,Down Direction via same as Up Direction,14.8,,3,,3,
,Web,156,392,Maya Puri Depot ,Noida Sec-62 (Electronic City),1.MAYA PURI DEPOT 2. NARAINA VILLAGE 3. BARAR SQUARE 4. R.R. LINES 5. DHAULA KUAN 6. MOTI BAGH 7. NAUROJI NAGAR 8. AIIMS 9.Andrews Ganj 10. Laj pat Nagar 11 MAHARANI BAGH  12. TOLL BRIDGE CORNER 13. YAMUNA BRIDGE WEST 14.  DND TOLL BRIDGE PLAZA 15. B.H.E.L. POWER STATION 16. RAJNI GANDHA CHOWK 17. TELEPHONE EXCHANGE SEC-19 18. NOIDA SEC- 10/21  19. CHORA MORE SEC-12 20. SHIV MANDIR SEC-22  21. NOIDA SEC-23 CHOWK  22. KANCHANJANGA APARTMENT 23. U-FLEX / ROYAL TOWER  24. MAMURA CORNER WEST 25. RO APARTMENT 26. NEELKANT APPTT.  27. NOIDA SEC-62 ELECTRONIC CITY.,Down Direction via same as Up Direction,36.5,Fare Stage Change w.e.f. 13.03.2018,31,18,49,
,Web,157,392 B,IGI AIRPORT Terminal - 2,Noida Sector-62 ,1. IGI AIRPORT Terminal-2  2. CARGO (AIRPORT)  3. RADDISSION HOTEL 4.  MAHIPAL PUR 5. N.H.W.-8 CROSSING 6. APS COLONY  7. AIRFORCE H.Q. 8. DHAULA KUAN 9. MOTI BAGH 10. NAUROJI NAGAR 11. AIIMS 12. ANDREWS GANJ 13. LAJPAT NAGAR 14. MAHARANI BAGH 15. TOLL BRIDGE CORNER 16. YAMUNA BRIDGE WEST 17. DND BRIDGE PLAZA 18. BHEL 19. RAJNI GANDHA CHOWK 20. HAROLA VILLAGE / SEC-27 21. TELEPHONE EXCHANGE SEC-19 22. NOIDA SEC-10/21 23. CHORA MORE SEC-12 24. SHIV MANDIR SEC-22 25. NOIDA SEC-23 CHOWK 26. KANCHAN CHANGA APARTMENTS 27. U-FLEX / ROYAL TOWER 28. MAMURA CORNER WEST 29. RC APARTM3ENTS 30. NEELKANTH APARTMENTS 31. NOIDA SEC-62 ,Down Direction via same as Up Direction,31.0,,,5,5,
